Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-26 00:00:00-04:00,67.1774571318499,67.23708725070729,65.84583659076448,66.54145812988281,3629900,0.0,0.0
2024-07-29 00:00:00-04:00,66.5315223351672,67.97246357998475,66.38246598372622,67.4954605102539,16151800,0.0,0.0
2024-07-30 00:00:00-04:00,67.90290676088655,69.57240626364766,67.83334459750931,68.71778106689453,14987600,0.0,0.0
2024-07-31 00:00:00-04:00,68.69789936182644,69.01589889465244,67.21721474789042,67.25696563720703,6389400,0.0,0.0
2024-08-01 00:00:00-04:00,67.40603006355583,68.10165167735339,66.60108781706782,66.89921569824219,3931200,0.0,0.0
2024-08-02 00:00:00-04:00,66.21352717208342,66.89921676064952,65.82596546942617,66.44209289550781,3770300,0.0,0.0
2024-08-05 00:00:00-04:00,65.31915564863482,65.87565292270322,63.92790488175707,63.997467041015625,3940700,0.0,0.0
2024-08-06 00:00:00-04:00,64.88190717833372,66.51165578730316,64.56390763467401,65.77628326416016,3715500,0.0,0.0
2024-08-07 00:00:00-04:00,66.19365434739527,67.1774642227676,66.0346507892668,66.3824691772461,2834900,0.0,0.0
2024-08-08 00:00:00-04:00,66.6110264777938,67.67433811886727,66.34271745395765,67.61471557617188,3027900,0.0,0.0
2024-08-09 00:00:00-04:00,67.62466251112782,67.74390760942144,67.02840669282902,67.6644058227539,1651700,0.0,0.0
2024-08-12 00:00:00-04:00,67.66439732371401,67.9824044304406,67.18740182703759,67.55509185791016,1661900,0.0,0.0
2024-08-13 00:00:00-04:00,67.87309221357665,68.53890254259365,67.53521344939799,68.48921203613281,2004900,0.0,0.0
2024-08-14 00:00:00-04:00,68.5687162911236,69.06559104685637,68.39978069378414,68.8668441772461,2103600,0.0,0.0
2024-08-15 00:00:00-04:00,69.19477760568395,69.53265639111206,68.66809156358546,69.34384155273438,2533600,0.0,0.0
2024-08-16 00:00:00-04:00,69.34383366598746,69.40345620534362,68.84695895346913,69.39352416992188,1802700,0.0,0.0
2024-08-19 00:00:00-04:00,69.19477503571484,69.6419668602569,69.19477503571484,69.53265380859375,1848700,0.0,0.0
2024-08-20 00:00:00-04:00,69.63202959037518,69.75128226394902,69.16496609601171,69.65190124511719,2020700,0.0,0.0
2024-08-21 00:00:00-04:00,69.55252697477987,70.03946969975924,69.47303277505688,69.80096435546875,1530600,0.0,0.0
2024-08-22 00:00:00-04:00,69.63203263070011,70.19846958692035,69.63203263070011,70.18852996826172,1750100,0.0,0.0
2024-08-23 00:00:00-04:00,70.39721346992857,70.53634538009757,69.27427922399963,69.9102783203125,1343200,0.0,0.0
2024-08-26 00:00:00-04:00,70.12890153941596,70.35746725915358,69.81090200437251,70.14877319335938,1301300,0.0,0.0
2024-08-27 00:00:00-04:00,70.08914964984844,70.71521667488491,70.04939876082176,70.60590362548828,1516000,0.0,0.0
2024-08-28 00:00:00-04:00,70.54627402164421,70.88415279001062,70.27796499586795,70.50652313232422,1457900,0.0,0.0
2024-08-29 00:00:00-04:00,70.76490491931382,71.30153058895193,70.52640714893269,70.74503326416016,1776000,0.0,0.0
2024-08-30 00:00:00-04:00,71.07295834031419,71.68908573750385,70.69533627335025,71.62946319580078,3073700,0.0,0.0
2024-09-03 00:00:00-04:00,71.21208795476976,71.46052531283406,70.58602096015558,70.94377136230469,2267400,0.0,0.0
2024-09-04 00:00:00-04:00,72.68283504657356,73.70639577939471,72.45427691606167,73.02071380615234,3295800,0.0,0.0
2024-09-05 00:00:00-04:00,73.04058894974735,73.27908670915426,72.20584300096962,72.94121551513672,2167600,0.0,0.0
2024-09-06 00:00:00-04:00,72.81201594696033,73.1896455751157,70.79470585739503,71.5002670288086,3970500,0.0,0.0
2024-09-09 00:00:00-04:00,71.85801912122288,72.08658482691368,70.98352234902354,71.2021484375,2977400,0.0,0.0
2024-09-10 00:00:00-04:00,71.29158931246468,71.75865280564115,70.66552983663443,71.30152893066406,2672000,0.0,0.0
2024-09-11 00:00:00-04:00,71.01333579861114,71.73877624339421,69.68171515586454,71.62946319580078,2115900,0.0,0.0
2024-09-12 00:00:00-04:00,71.79840213227753,72.2257147250528,71.29158775905407,72.11640167236328,2852600,0.0,0.0
2024-09-13 00:00:00-04:00,72.20613479945962,72.8243066170189,72.01670106079378,72.784423828125,1900400,0.24,0.0
2024-09-16 00:00:00-04:00,73.07356927105094,73.4723895581939,72.81433494337837,73.08354187011719,2260800,0.0,0.0
2024-09-17 00:00:00-04:00,73.01374702705827,73.33280172725745,71.8172861961633,72.48530578613281,2578800,0.0,0.0
2024-09-18 00:00:00-04:00,72.43546116726642,73.41256290126923,72.096461254648,72.68472290039062,2330200,0.0,0.0
2024-09-19 00:00:00-04:00,73.5621216092714,74.14041065692068,73.03368795109218,74.07061767578125,3060800,0.0,0.0
2024-09-20 00:00:00-04:00,73.94100431276928,74.4594653716816,73.28294968471366,74.07061767578125,4654400,0.0,0.0
2024-09-23 00:00:00-04:00,74.48937265524744,74.65886880184702,73.6717945051542,73.79144287109375,2546000,0.0,0.0
2024-09-24 00:00:00-04:00,73.65185993529882,73.65185993529882,72.92401232465744,73.45244598388672,2408200,0.0,0.0
2024-09-25 00:00:00-04:00,73.45243944895877,73.72164635769815,72.46536519959652,72.82430267333984,3428900,0.0,0.0
2024-09-26 00:00:00-04:00,72.46536674654561,73.26300728452807,72.09645666652753,72.34571838378906,3145200,0.0,0.0
2024-09-27 00:00:00-04:00,72.624893989236,72.88412831831421,72.11640553706421,72.38560485839844,2766100,0.0,0.0
2024-09-30 00:00:00-04:00,72.07652047008266,72.90407121304258,71.9369345142658,72.79439544677734,3368200,0.0,0.0
2024-10-01 00:00:00-04:00,72.9838328767137,73.18324682859047,72.20613748155549,72.83428192138672,3837100,0.0,0.0
2024-10-02 00:00:00-04:00,72.91403816904949,72.91403816904949,72.34572173166829,72.77445220947266,1817000,0.0,0.0
2024-10-03 00:00:00-04:00,72.62489293022995,72.87415465655315,72.16625226661898,72.70465850830078,2602500,0.0,0.0
2024-10-04 00:00:00-04:00,73.18323930214994,73.18323930214994,71.59793087694274,71.90702056884766,2519000,0.0,0.0
2024-10-07 00:00:00-04:00,71.89704916334031,71.93693195027562,70.40147888415314,70.66071319580078,4187600,0.0,0.0
2024-10-08 00:00:00-04:00,71.73751754996088,72.37562692305643,71.60790419841027,71.97681427001953,3136000,0.0,0.0
2024-10-09 00:00:00-04:00,72.11640311915977,72.55509857650942,71.79734841978544,72.25598907470703,2144500,0.0,0.0
2024-10-10 00:00:00-04:00,72.18619720175896,72.46536911712627,71.35864644773145,71.62784576416016,2919100,0.0,0.0
2024-10-11 00:00:00-04:00,72.05657506141063,72.19616862368267,71.16920394194669,71.40850067138672,2297000,0.0,0.0
2024-10-14 00:00:00-04:00,71.84719397619288,72.63486190489508,71.78737359905676,72.3556900024414,2933100,0.0,0.0
2024-10-15 00:00:00-04:00,72.57504193792681,73.38264746128407,72.5152215604526,72.8143310546875,1911300,0.0,0.0
2024-10-16 00:00:00-04:00,72.90407350234462,73.77149945403583,72.39557744340762,73.54218292236328,3082100,0.0,0.0
2024-10-17 00:00:00-04:00,74.01079683390063,74.30990634826865,73.80141028491933,73.92105865478516,2503300,0.0,0.0
2024-10-18 00:00:00-04:00,74.1105003211566,74.70872695930619,73.63191444651828,74.68878936767578,2145700,0.0,0.0
2024-10-21 00:00:00-04:00,74.47940197745727,74.6489057352931,73.83132756411163,74.0805892944336,1902500,0.0,0.0
2024-10-22 00:00:00-04:00,73.51227382666576,74.24011382899639,73.31285987564992,74.07061767578125,2365000,0.0,0.0
2024-10-23 00:00:00-04:00,73.76153492389666,74.270023379155,73.45244520420495,73.69174194335938,2513600,0.0,0.0
2024-10-24 00:00:00-04:00,73.02371319671478,75.35680691012593,72.58501773115579,75.01780700683594,4038400,0.0,0.0
2024-10-25 00:00:00-04:00,75.37674538417178,75.45651096315842,73.81138202916455,74.46943664550781,2230600,0.0,0.0
2024-10-28 00:00:00-04:00,75.15739072240639,75.66588675873648,74.7386328604235,75.11750793457031,2543600,0.0,0.0
2024-10-29 00:00:00-04:00,74.79845241485673,76.21426474341885,74.63892887213349,75.66588592529297,3381900,0.0,0.0
2024-10-30 00:00:00-04:00,75.79550232276584,76.48346712097386,75.28701387848218,75.32689666748047,2293700,0.0,0.0
2024-10-31 00:00:00-04:00,75.10754573027504,75.2072489001336,73.61197536180376,73.70170593261719,2901000,0.0,0.0
2024-11-01 00:00:00-04:00,73.71167722199917,74.68878652572667,73.6717944333915,74.10052490234375,2969100,0.0,0.0
2024-11-04 00:00:00-05:00,74.25008089996179,74.7386317315627,73.85126063448877,74.58907318115234,2199000,0.0,0.0
2024-11-05 00:00:00-05:00,74.35975523607885,76.03479423342829,73.91107959345842,75.91514587402344,2146200,0.0,0.0
2024-11-06 00:00:00-05:00,78.64705410273335,79.035901772177,74.79845258892246,77.3608627319336,3894600,0.0,0.0
2024-11-07 00:00:00-05:00,77.4605763446145,78.05880296516791,76.88228731510505,77.94912719726562,2288100,0.0,0.0
2024-11-08 00:00:00-05:00,78.38782573846241,79.49454834561226,77.98900547885516,78.4576187133789,2247000,0.0,0.0
2024-11-11 00:00:00-05:00,78.62711835636269,80.17254407865576,78.54735277951286,79.42475891113281,1911600,0.0,0.0
2024-11-12 00:00:00-05:00,79.70392967022958,79.70392967022958,78.78664076345441,78.89631652832031,2400700,0.0,0.0
2024-11-13 00:00:00-05:00,79.26522991681601,80.1127182750569,79.1655267464696,79.63414001464844,1861600,0.0,0.0
2024-11-14 00:00:00-05:00,80.24233458355675,80.53147147871383,77.76965502547041,77.82947540283203,3188400,0.0,0.0
2024-11-15 00:00:00-05:00,77.99897879860109,78.69690855422073,77.92918582303912,78.52741241455078,4685200,0.0,0.0
2024-11-18 00:00:00-05:00,78.12859825734147,79.65407884732143,78.12859825734147,79.54440307617188,1866400,0.0,0.0
2024-11-19 00:00:00-05:00,79.01596252764418,80.10273993824399,78.69690784127083,79.92327880859375,1865300,0.0,0.0
2024-11-20 00:00:00-05:00,80.54144324028209,80.84056033770962,79.544396391342,79.84351348876953,1647400,0.0,0.0
2024-11-21 00:00:00-05:00,80.47165527898953,80.89041315598816,79.77372548399184,80.64115142822266,2264400,0.0,0.0
2024-11-22 00:00:00-05:00,80.521507199512,81.10976120040972,80.27224548248132,80.8305892944336,1683900,0.0,0.0
2024-11-25 00:00:00-05:00,81.91737573281958,82.1466922565535,80.89041105137936,81.27925872802734,3258100,0.0,0.0
2024-11-26 00:00:00-05:00,81.55844120371184,82.79477725618099,80.86050379469499,82.40592956542969,1965000,0.0,0.0
2024-11-27 00:00:00-05:00,82.4856938297069,83.25341659983482,82.45577603277934,82.80474853515625,2629800,0.0,0.0
2024-11-29 00:00:00-05:00,83.33318044072699,83.52261417613391,82.73495383133827,82.74491882324219,2741600,0.0,0.0
2024-12-02 00:00:00-05:00,82.75489395515561,83.20356202421495,81.34905415353822,81.40888214111328,3497100,0.0,0.0
2024-12-03 00:00:00-05:00,81.2792575992867,81.43878874998533,80.53147244583073,80.75082397460938,2807000,0.0,0.0
2024-12-04 00:00:00-05:00,80.96020344077658,81.0499416153547,80.35200423672318,80.59130096435547,2133700,0.0,0.0
2024-12-05 00:00:00-05:00,80.75082686245435,81.3191432951307,80.58133071392342,81.02999877929688,2236900,0.0,0.0
2024-12-06 00:00:00-05:00,80.7699966430664,81.37000274658203,80.69000244140625,81.13999938964844,4918000,0.24,0.0
2024-12-09 00:00:00-05:00,81.20999908447266,81.20999908447266,79.54000091552734,79.69999694824219,2632000,0.0,0.0
